iteration,field,status,severity,expected,actual,source_paths,note
1,Check-Contador-Habilidades-Combate.6.4,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[3] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[3] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.6.5,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[4] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.7.1,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[0] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.foco_tiempo.pip_states[0] | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[0] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.inspiracion_heroica.pip_states[0] | resources.pociones_rapidas.current | resources.pociones_rapidas.max | resources.pociones_rapidas.pip_states[0],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.7.2,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[1] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.foco_tiempo.pip_states[1] | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[1] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.inspiracion_heroica.pip_states[1] | resources.pociones_rapidas.current | resources.pociones_rapidas.max | resources.pociones_rapidas.pip_states[1],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.7.3,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[2] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.foco_tiempo.pip_states[2] | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[2] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max | resources.pociones_rapidas.pip_states[2],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.7.4,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[3] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[3] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.7.5,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[4] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.8.1,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[0] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.foco_tiempo.pip_states[0] | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[0] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.inspiracion_heroica.pip_states[0] | resources.pociones_rapidas.current | resources.pociones_rapidas.max | resources.pociones_rapidas.pip_states[0],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.8.2,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[1] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.foco_tiempo.pip_states[1] | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[1] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.inspiracion_heroica.pip_states[1] | resources.pociones_rapidas.current | resources.pociones_rapidas.max | resources.pociones_rapidas.pip_states[1],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.8.3,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[2] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.foco_tiempo.pip_states[2] | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[2] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max | resources.pociones_rapidas.pip_states[2],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.8.4,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.dados_suerte.pip_states[3] | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[3] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Habilidades-Combate.8.5,sin_campo_template,low,False,,resources.dados_suerte.current | resources.dados_suerte.max | resources.foco_tiempo.current | resources.foco_tiempo.max | resources.hechiceria_experimental.current | resources.hechiceria_experimental.max | resources.hechiceria_experimental.pip_states[4] | resources.inspiracion_heroica.current | resources.inspiracion_heroica.max | resources.pociones_rapidas.current | resources.pociones_rapidas.max,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.1,sin_campo_template,low,True,,combat.ammunition[1].pip_states[0],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.10,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.11,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.12,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.13,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.14,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.15,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.16,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.17,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.18,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.19,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.2,sin_campo_template,low,True,,combat.ammunition[1].pip_states[1],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.20,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.3,sin_campo_template,low,True,,combat.ammunition[1].pip_states[2],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.4,sin_campo_template,low,False,,combat.ammunition[1].pip_states[3],No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.2.9,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Contador-Municion.3.3,sin_campo_template,low,False,,,No existe widget con ese nombre en la plantilla PDF
1,Check-Escudo,sin_campo_template,low,True,,combat.shield_equipped,No existe widget con ese nombre en la plantilla PDF
1,Check-Inspiracion-Heroica,sin_campo_template,low,True,,basic_info.inspiration,No existe widget con ese nombre en la plantilla PDF
1,Inspiracion-Heroica,sin_campo_template,low,,,,No existe widget con ese nombre en la plantilla PDF
1,Modificador-Juego-De-Manos,sin_campo_template,low,+12,,skills.juego_de_manos.total,No existe widget con ese nombre en la plantilla PDF
1,Nombre-Conjuro-Nivel-1.11,sin_campo_template,low,,,,No existe widget con ese nombre en la plantilla PDF
1,Tamano,sin_campo_template,low,Mediana,,appearance.size | basic_info.species,No existe widget con ese nombre en la plantilla PDF
1,Total-Espacios-Conjuro.4,sin_campo_template,low,1,,spellcasting.spell_slots.level_4.total,No existe widget con ese nombre en la plantilla PDF
